CHROM	POS	area	nonzero sites	target depth	max depth	mean	shape
chr4	31838722	2715	243	26	26	11.173	0.046
chr4	18491562	2837	249	25	25	11.394	0.046
chr4	102031648	1925	205	19	19	9.390	0.046
chr3	86646395	1186	161	8	14	7.366	0.046
chr29	42085806	2830	247	27	28	11.457	0.046
chr29	30614025	2026	211	18	18	9.602	0.046
chr2	86909354	2263	223	21	21	10.148	0.046
chr28	30987388	1824	199	16	17	9.166	0.046
chr27	16421444	1292	167	13	13	7.737	0.046
chr26	7627566	2966	254	27	27	11.677	0.046
chr26	49050199	2763	244	26	26	11.324	0.046
chr26	43839969	822	133	8	8	6.180	0.046
chr26	26797757	1535	183	15	15	8.388	0.046
chr26	25117277	984	146	10	10	6.740	0.046
chr25	39312987	761	128	4	10	5.945	0.046
chr25	34770403	1559	184	14	15	8.473	0.046
chr25	13113761	4183	301	40	41	13.897	0.046
chr2	50595670	2260	222	25	25	10.180	0.046
chr24	46406959	1923	204	21	21	9.426	0.046
chr24	11465790	2783	246	24	24	11.313	0.046
chr23	46833239	984	146	10	10	6.740	0.046
chr23	3885582	1717	194	18	18	8.851	0.046
chr23	17162518	2483	232	24	24	10.703	0.046
chr23	12519689	2556	237	24	24	10.785	0.046
chr22	23879478	3754	285	34	34	13.172	0.046
chr22	15062847	1913	205	18	18	9.332	0.046
chr2	18632650	791	131	9	9	6.038	0.046
chr20	60783430	1556	183	13	14	8.503	0.046
chr20	16978200	1539	182	15	15	8.456	0.046
chr20	16044810	1553	184	16	16	8.440	0.046
chr19	33144251	962	145	9	9	6.634	0.046
chr1	90689912	973	145	10	11	6.710	0.046
chr18	5721528	2348	226	24	24	10.389	0.046
chr1	80661481	2775	245	25	28	11.327	0.046
chr17	43990973	1994	209	20	20	9.541	0.046
chr17	4265935	2204	218	23	23	10.110	0.046
chr17	12613242	1477	180	13	16	8.206	0.046
chr16	32718172	1337	171	13	13	7.819	0.046
chr1	58722693	2015	210	18	18	9.595	0.046
chr15	67884532	2900	251	24	28	11.554	0.046
chr1	54371654	2019	209	17	18	9.660	0.046
chr1	54032054	2521	234	24	25	10.774	0.046
chr1	49230291	2069	211	18	21	9.806	0.046
chr1	44922333	1876	201	17	17	9.333	0.046
chr1	43800143	1846	201	18	19	9.184	0.046
chr14	18175311	944	144	10	10	6.556	0.046
chr1	41465448	1879	203	18	19	9.256	0.046
chr14	12545250	3594	280	34	34	12.836	0.046
chr1	41067305	727	126	8	8	5.770	0.046
chr1	39595784	1749	196	15	15	8.923	0.046
chr13	55642498	1149	158	12	12	7.272	0.046
chr12	85272487	1633	188	17	17	8.686	0.046
chr12	2943929	1416	176	15	15	8.045	0.046
chr12	19140234	2088	212	18	19	9.849	0.046
chr11	61918835	1646	190	18	18	8.663	0.046
chr11	59724650	2616	239	25	25	10.946	0.046
chr1	14417801	1166	160	11	11	7.287	0.046
chr11	35169180	2194	218	21	22	10.064	0.046
chr1	12996786	1561	185	16	17	8.438	0.046
chr1	126680932	854	137	9	9	6.234	0.046
chr11	24817970	1334	171	11	14	7.801	0.046
chr10	90725564	1915	205	16	17	9.341	0.046
chr10	71760151	1802	199	12	18	9.055	0.046
chr10	58004356	1331	171	13	16	7.784	0.046
chr10	33606956	1292	167	13	13	7.737	0.046
chr10	15126516	1918	205	19	19	9.356	0.046
chr10	13684161	1068	153	10	11	6.980	0.046
chr10	104215085	2662	241	18	27	11.046	0.046
chr9	96715172	1735	196	15	17	8.852	0.045
chr9	65284950	2035	213	19	19	9.554	0.045
chr9	13292879	3015	259	27	28	11.641	0.045
chr9	102811075	1026	151	0	12	6.795	0.045
chr8	82249678	1171	162	12	13	7.228	0.045
chr8	67527938	1585	188	16	16	8.431	0.045
chr8	44697912	1579	187	14	15	8.444	0.045
chr8	40389761	1988	211	18	18	9.422	0.045
chr8	28435894	1466	181	16	16	8.099	0.045
chr8	15809264	1608	188	18	18	8.553	0.045
chr7	93073889	1391	176	13	13	7.903	0.045
chr7	88471822	2810	251	27	27	11.195	0.045
chr7	88192478	2214	221	20	21	10.018	0.045
chr7	77513073	1565	187	15	15	8.369	0.045
chr7	25511560	1461	181	12	16	8.072	0.045
chr7	22114621	1758	198	17	17	8.879	0.045
chr6	44819588	1644	191	15	15	8.607	0.045
chr6	115908625	802	133	9	9	6.030	0.045
chr6	114938339	1454	180	12	13	8.078	0.045
chr6	103926852	2023	211	21	21	9.588	0.045
chr5	98579868	1983	209	20	20	9.488	0.045
chr5	76778019	3532	281	33	34	12.569	0.045
chr5	54045461	1521	183	13	13	8.311	0.045
chr5	50382264	1428	179	13	14	7.978	0.045
chr5	110671788	1199	164	13	14	7.311	0.045
chr5	110149998	671	122	7	7	5.500	0.045
chr4	92629601	2075	215	19	19	9.651	0.045
chr4	85384768	1737	196	16	16	8.862	0.045
chr4	7967240	901	142	9	9	6.345	0.045
chr4	15645121	1851	202	16	18	9.163	0.045
chr4	117545291	2044	213	19	20	9.596	0.045
chr4	115479591	2146	219	20	22	9.799	0.045
chr4	11520675	1211	164	12	13	7.384	0.045
chr3	91433658	1985	211	19	19	9.408	0.045
chr3	8250204	1715	195	16	17	8.795	0.045
chr3	79581141	1311	171	13	13	7.667	0.045
chr3	7743336	1920	207	14	19	9.275	0.045
chr3	16038594	3109	264	29	32	11.777	0.045
chr3	112866889	2742	246	21	24	11.146	0.045
chr29	7276897	1151	160	12	12	7.194	0.045
chr28	18194434	1806	200	14	17	9.030	0.045
chr2	77583641	1376	174	13	13	7.908	0.045
chr27	4577748	1379	175	14	16	7.880	0.045
chr27	38985628	821	135	8	8	6.081	0.045
chr2	73234974	608	116	4	7	5.241	0.045
chr27	18810352	1631	190	15	17	8.584	0.045
chr26	21056546	1963	208	16	20	9.438	0.045
chr25	1990058	1851	202	17	18	9.163	0.045
chr24	45052792	3798	289	33	35	13.142	0.045
chr2	3704201	3454	278	31	33	12.424	0.045
chr23	41878487	2309	227	23	23	10.172	0.045
chr23	3320931	2069	215	21	21	9.623	0.045
chr23	28598058	3239	267	30	31	12.131	0.045
chr22	921677	1403	176	13	13	7.972	0.045
chr22	20130647	955	146	11	11	6.541	0.045
chr21	60475530	892	141	9	10	6.326	0.045
chr21	58222355	2977	258	29	29	11.539	0.045
chr19	44345163	810	134	9	9	6.045	0.045
chr19	27965233	1798	199	16	17	9.035	0.045
chr19	25143522	3201	268	26	32	11.944	0.045
chr18	7704403	1236	166	7	12	7.446	0.045
chr1	84345903	1982	209	19	19	9.483	0.045
chr18	36250230	3994	299	35	36	13.358	0.045
chr17	57172636	1265	168	13	14	7.530	0.045
chr17	4068214	2846	252	30	30	11.294	0.045
chr1	64301933	2086	215	17	18	9.702	0.045
chr16	3621601	1458	181	15	15	8.055	0.045
chr1	61026238	1974	210	19	21	9.400	0.045
chr15	38178808	1305	171	13	13	7.632	0.045
chr15	37400418	1510	184	15	15	8.207	0.045
chr14	9426661	1747	196	17	17	8.913	0.045
chr14	77820813	1517	183	13	14	8.290	0.045
chr14	5129955	982	148	12	12	6.635	0.045
chr1	44883530	807	134	7	9	6.022	0.045
chr14	24482968	1657	191	17	17	8.675	0.045
chr13	9512442	1567	187	17	17	8.380	0.045
chr1	37321004	847	137	9	9	6.182	0.045
chr13	52531126	1756	197	15	16	8.914	0.045
chr1	32961951	1629	190	15	15	8.574	0.045
chr12	69410553	1664	192	15	18	8.667	0.045
chr12	29217253	1455	179	15	15	8.128	0.045
chr1	22510051	1872	205	17	18	9.132	0.045
chr11	72844520	1531	185	15	15	8.276	0.045
chr1	149551395	1568	186	14	14	8.430	0.045
chr11	30298968	2396	232	25	25	10.328	0.045
chr1	129305265	1677	194	16	16	8.644	0.045
chr1	113490095	1426	178	13	13	8.011	0.045
chr10	78114916	1365	175	13	13	7.800	0.045
chr10	16985299	626	118	4	7	5.305	0.045
chr10	10902126	1452	180	13	16	8.067	0.045
chr9	72576470	1580	190	15	15	8.316	0.044
chr9	34608722	2480	238	19	25	10.420	0.044
chr9	12234439	1175	163	11	12	7.209	0.044
chr8	80944502	1068	156	10	10	6.846	0.044
chr8	72395358	2005	214	20	21	9.369	0.044
chr8	60952835	1384	178	13	13	7.775	0.044
chr8	45582327	2023	214	18	19	9.453	0.044
chr8	40470451	1950	211	18	18	9.242	0.044
chr8	17634464	1640	192	14	18	8.542	0.044
chr7	48744788	1693	197	17	18	8.594	0.044
chr7	38555199	1533	186	14	14	8.242	0.044
chr7	30638794	1342	174	13	13	7.713	0.044
chr7	109395241	2402	234	22	22	10.265	0.044
chr6	99531915	1827	204	19	19	8.956	0.044
chr6	68250626	2239	226	22	22	9.907	0.044
chr6	27219217	1509	185	16	16	8.157	0.044
chr6	113466624	1997	214	18	18	9.332	0.044
chr5	61400175	1359	175	12	13	7.766	0.044
chr4	9968577	2282	229	16	20	9.965	0.044
chr4	90314493	2170	223	22	22	9.731	0.044
chr4	74590522	1209	165	12	13	7.327	0.044
chr4	70482601	1623	193	16	16	8.409	0.044
chr4	70419950	1088	157	5	11	6.930	0.044
chr4	35022566	2214	225	20	22	9.840	0.044
chr4	11880595	1468	183	13	13	8.022	0.044
chr4	108313355	1660	194	14	15	8.557	0.044
chr3	9528563	2441	236	24	26	10.343	0.044
chr29	6285415	1680	196	19	20	8.571	0.044
chr29	20254233	2474	238	19	24	10.395	0.044
chr2	87591411	1337	175	13	13	7.640	0.044
chr28	7289070	1997	213	16	20	9.376	0.044
chr27	39259826	2827	253	25	25	11.174	0.044
chr2	73165499	522	109	6	6	4.789	0.044
chr27	15044425	2042	216	16	21	9.454	0.044
chr27	1312575	2588	243	24	25	10.650	0.044
chr26	50545506	1580	189	15	16	8.360	0.044
chr26	48042551	1077	157	10	11	6.860	0.044
chr26	36761214	1100	158	11	12	6.962	0.044
chr26	36056807	1387	178	11	12	7.792	0.044
chr2	56179713	863	140	9	9	6.164	0.044
chr25	4544288	3135	268	29	29	11.698	0.044
chr25	26488785	1418	179	15	15	7.922	0.044
chr25	22361934	1657	194	16	16	8.541	0.044
chr24	61455722	516	108	6	6	4.778	0.044
chr24	19624508	1204	165	12	12	7.297	0.044
chr22	18008944	929	146	0	10	6.363	0.044
chr22	1732411	1594	190	14	15	8.389	0.044
chr22	12672555	669	124	8	8	5.395	0.044
chr21	50430796	1003	151	10	10	6.642	0.044
chr21	36379981	2279	227	22	22	10.040	0.044
chr19	59529555	1696	197	16	17	8.609	0.044
chr19	32003876	1632	193	14	15	8.456	0.044
chr19	31733571	2378	233	21	21	10.206	0.044
chr18	64188146	1450	182	14	15	7.967	0.044
chr18	15977023	1441	180	13	14	8.006	0.044
chr17	4019596	1952	211	19	19	9.251	0.044
chr17	19008491	949	147	9	11	6.456	0.044
chr17	15298797	1775	200	18	18	8.875	0.044
chr17	12766837	736	129	8	8	5.705	0.044
chr1	69620869	1297	171	13	13	7.585	0.044
chr1	69244251	2838	253	26	26	11.217	0.044
chr16	72633055	2820	253	23	28	11.146	0.044
chr16	6705936	3140	266	30	30	11.805	0.044
chr16	66313339	574	114	2	7	5.035	0.044
chr1	62968591	1604	192	16	16	8.354	0.044
chr15	67457956	522	109	6	6	4.789	0.044
chr15	5791532	2039	216	20	22	9.440	0.044
chr15	47522747	1034	154	10	10	6.714	0.044
chr15	21445153	2125	221	20	21	9.615	0.044
chr14	50363993	1187	165	11	12	7.194	0.044
chr14	4415635	1996	212	18	20	9.415	0.044
chr1	41732936	1735	198	12	16	8.763	0.044
chr1	37833147	1853	205	18	19	9.039	0.044
chr13	58988090	1102	159	13	13	6.931	0.044
chr1	34515636	1868	205	19	20	9.112	0.044
chr13	31416450	2453	236	23	24	10.394	0.044
chr13	13131013	1611	191	13	17	8.435	0.044
chr1	30259942	1701	196	15	16	8.679	0.044
chr12	87717674	1588	191	16	16	8.314	0.044
chr12	80190098	1916	208	17	18	9.212	0.044
chr12	29831756	1571	189	15	15	8.312	0.044
chr11	9363208	1205	165	11	13	7.303	0.044
chr11	85740343	2258	227	21	21	9.947	0.044
chr11	75726029	1952	210	21	21	9.295	0.044
chr11	59522794	2723	248	24	26	10.980	0.044
chr1	15605364	366	91	5	5	4.022	0.044
chr11	4824892	2369	233	20	22	10.167	0.044
chr1	129974967	2467	236	24	25	10.453	0.044
chr1	119509628	1165	163	12	13	7.147	0.044
chr10	97788856	1301	171	13	13	7.608	0.044
chr9	98124369	798	137	9	9	5.825	0.043
chr9	17007029	1210	167	11	13	7.246	0.043
chr9	101517732	756	132	8	8	5.727	0.043
chr8	51747481	1965	214	21	21	9.182	0.043
chr8	112613500	1619	195	17	17	8.303	0.043
chr7	73753346	1578	191	14	14	8.262	0.043
chr6	62168853	1342	177	12	12	7.582	0.043
chr5	92191684	2745	254	23	25	10.807	0.043
chr5	85864982	587	117	7	7	5.017	0.043
chr5	75518274	1849	208	17	18	8.889	0.043
chr5	66386970	2604	245	18	24	10.629	0.043
chr5	63983081	1248	170	13	13	7.341	0.043
chr5	21056842	2235	227	22	22	9.846	0.043
chr4	36015623	1790	205	19	19	8.732	0.043
chr4	27905592	1474	185	14	15	7.968	0.043
chr4	17978431	4026	307	30	39	13.114	0.043
chr4	12654238	1093	159	13	13	6.874	0.043
chr4	11622492	2283	230	20	21	9.926	0.043
chr3	90770538	1683	197	15	16	8.543	0.043
chr3	77959049	1352	177	14	14	7.638	0.043
chr3	49681866	755	133	8	8	5.677	0.043
chr3	37005588	1582	192	16	16	8.240	0.043
chr3	36035376	1419	182	14	14	7.797	0.043
chr29	48012817	3785	298	33	34	12.701	0.043
chr29	35924542	962	150	11	12	6.413	0.043
chr28	6024329	1817	206	16	17	8.820	0.043
chr28	28297121	2046	219	20	20	9.342	0.043
chr2	72214553	1619	195	16	16	8.303	0.043
chr27	16176341	3983	304	38	38	13.102	0.043
chr2	65415109	2892	260	24	24	11.123	0.043
chr26	50877494	1042	155	12	12	6.723	0.043
chr26	23549755	1915	212	19	19	9.033	0.043
chr2	52966241	1876	209	17	17	8.976	0.043
chr25	18067338	828	139	9	10	5.957	0.043
chr24	39557139	1155	163	11	11	7.086	0.043
chr24	10528314	2326	233	22	22	9.983	0.043
chr23	9244677	1491	187	13	14	7.973	0.043
chr22	53232158	775	135	8	8	5.741	0.043
chr21	42051379	932	148	8	9	6.297	0.043
chr2	122483794	393	96	5	5	4.094	0.043
chr21	18012171	1719	201	17	17	8.552	0.043
chr2	116542325	2694	249	27	27	10.819	0.043
chr2	109740843	1956	213	19	19	9.183	0.043
chr2	107318079	1036	155	12	12	6.684	0.043
chr20	69528141	1140	162	12	13	7.037	0.043
chr20	3794029	1491	187	12	15	7.973	0.043
chr20	21322441	2346	234	22	22	10.026	0.043
chr19	4213965	999	153	9	10	6.529	0.043
chr19	38519697	1390	180	15	15	7.722	0.043
chr19	31841673	817	138	8	8	5.920	0.043
chr19	25529362	1800	204	16	17	8.824	0.043
chr18	31630915	1081	159	11	12	6.799	0.043
chr17	15175881	1233	170	11	11	7.253	0.043
chr16	69712509	2808	255	26	26	11.012	0.043
chr1	66759098	1609	193	16	17	8.337	0.043
chr1	65580209	901	145	6	9	6.214	0.043
chr16	49910529	1823	207	17	18	8.807	0.043
chr16	44223722	1749	202	16	17	8.658	0.043
chr1	62585257	2147	224	23	23	9.585	0.043
chr1	54131850	1064	158	11	11	6.734	0.043
chr15	39634818	1914	210	18	18	9.114	0.043
chr14	64655820	2913	260	28	28	11.204	0.043
chr14	45517949	1890	209	16	16	9.043	0.043
chr14	22643305	1920	211	18	18	9.100	0.043
chr1	41490265	1306	174	11	11	7.506	0.043
chr13	79813971	1802	204	17	19	8.833	0.043
chr13	76738442	1906	210	18	19	9.076	0.043
chr13	75604221	543	112	6	6	4.848	0.043
chr13	25762441	780	134	8	8	5.821	0.043
chr1	28572973	1930	213	19	19	9.061	0.043
chr12	81184159	2080	221	21	21	9.412	0.043
chr12	69319933	2130	223	18	18	9.552	0.043
chr12	4397034	1709	200	16	17	8.545	0.043
chr12	28275937	2711	252	22	22	10.758	0.043
chr12	21441957	1453	183	13	15	7.940	0.043
chr12	18001483	2459	240	23	24	10.246	0.043
chr12	17004926	2346	233	22	25	10.069	0.043
chr11	71251615	1523	189	14	15	8.058	0.043
chr11	66118269	1149	164	12	12	7.006	0.043
chr1	138649999	1836	207	19	20	8.870	0.043
chr1	113215524	1463	185	14	14	7.908	0.043
chr10	70923310	1547	189	13	16	8.185	0.043
chr10	11654003	1610	194	18	18	8.299	0.043
chr9	26089738	1323	177	12	13	7.475	0.042
chr9	23538210	1798	207	16	16	8.686	0.042
chr9	16023447	2760	255	25	25	10.824	0.042
chr8	9194052	1453	187	16	16	7.770	0.042
chr8	83075861	2442	241	24	24	10.133	0.042
chr8	71463416	1142	165	11	11	6.921	0.042
chr7	87931790	1906	213	19	19	8.948	0.042
chr7	71892761	1364	181	14	14	7.536	0.042
chr7	47107574	1077	160	13	13	6.731	0.042
chr6	79705919	2070	221	19	19	9.367	0.042
chr6	48507065	888	146	9	10	6.082	0.042
chr6	44763283	1388	181	12	15	7.669	0.042
chr6	43569170	1182	167	12	13	7.078	0.042
chr6	24184711	1299	176	13	13	7.381	0.042
chr6	115451786	1904	214	15	16	8.897	0.042
chr6	104205426	1632	198	16	16	8.242	0.042
chr5	94381153	1156	166	12	12	6.964	0.042
chr5	61133642	1486	189	13	13	7.862	0.042
chr5	36041532	3489	288	32	32	12.115	0.042
chr5	13142316	1473	188	14	14	7.835	0.042
chr5	11702151	1634	197	16	16	8.294	0.042
chr5	112775478	878	145	8	10	6.055	0.042
chr4	87542169	1585	195	14	15	8.128	0.042
chr4	85540664	622	121	7	7	5.140	0.042
chr4	78063187	1484	187	14	15	7.936	0.042
chr4	48431382	1081	161	12	12	6.714	0.042
chr4	39848389	821	139	10	10	5.906	0.042
chr4	20663662	1631	196	16	16	8.321	0.042
chr3	98952563	1416	184	13	13	7.696	0.042
chr3	71077824	1078	160	11	11	6.737	0.042
chr3	62509282	2220	230	18	21	9.652	0.042
chr3	39299782	1421	183	14	14	7.765	0.042
chr3	109157708	1083	161	10	11	6.727	0.042
chr3	108594927	1093	161	10	11	6.789	0.042
chr29	17705762	996	154	10	10	6.468	0.042
chr28	3592676	1733	203	15	15	8.537	0.042
chr2	77202061	1872	210	18	19	8.914	0.042
chr2	75682807	2785	256	22	27	10.879	0.042
chr27	35543950	1148	165	12	12	6.958	0.042
chr27	16971136	1874	212	17	17	8.840	0.042
chr26	36478952	2480	242	23	23	10.248	0.042
chr26	34436315	2034	219	19	20	9.288	0.042
chr26	25449590	1330	178	13	13	7.472	0.042
chr26	13831126	1167	167	11	11	6.988	0.042
chr25	7952737	933	149	10	10	6.262	0.042
chr2	53330901	1551	193	17	17	8.036	0.042
chr24	4700030	1389	181	14	14	7.674	0.042
chr24	22255175	1868	211	19	20	8.853	0.042
chr24	16882667	1198	168	11	11	7.131	0.042
chr24	11807166	2514	245	24	24	10.261	0.042
chr23	32110881	1203	169	13	13	7.118	0.042
chr22	2808094	1394	182	12	12	7.659	0.042
chr22	12777093	1226	171	12	12	7.170	0.042
chr21	65233512	961	152	10	10	6.322	0.042
chr21	37828746	1514	190	14	14	7.968	0.042
chr2	128947841	1910	213	17	21	8.967	0.042
chr21	21017357	1597	194	15	15	8.232	0.042
chr21	17423152	737	132	8	8	5.583	0.042
chr2	116686649	1541	191	12	14	8.068	0.042
chr21	13796868	1077	160	10	10	6.731	0.042
chr20	44296629	2226	231	20	20	9.636	0.042
chr1	99905011	4005	307	40	40	13.046	0.042
chr19	53169301	1484	187	10	15	7.936	0.042
chr19	45560805	1525	190	16	16	8.026	0.042
chr18	19492607	1807	207	15	15	8.729	0.042
chr17	5663466	1802	206	18	18	8.748	0.042
chr17	41514286	3967	308	34	36	12.880	0.042
chr17	37265639	1564	192	15	15	8.146	0.042
chr16	72198323	2201	228	19	21	9.654	0.042
chr16	71249044	1039	158	9	9	6.576	0.042
chr16	45706893	1457	187	13	13	7.791	0.042
chr1	63742576	1310	176	12	12	7.443	0.042
chr16	31630573	955	150	9	10	6.367	0.042
chr16	21529187	1614	196	18	18	8.235	0.042
chr15	79343615	2714	254	25	25	10.685	0.042
chr15	47196373	2622	249	24	25	10.530	0.042
chr14	64711478	1034	156	10	11	6.628	0.042
chr14	42363190	1387	181	12	14	7.663	0.042
chr1	43293170	2740	254	24	24	10.787	0.042
chr13	3723530	1974	218	16	17	9.055	0.042
chr1	33641577	988	154	11	11	6.416	0.042
chr13	1655501	1438	184	15	15	7.815	0.042
chr12	80058951	1978	217	21	22	9.115	0.042
chr11	98871089	1920	215	20	20	8.930	0.042
chr11	96416912	1748	205	16	17	8.527	0.042
chr11	9449506	1035	157	11	11	6.592	0.042
chr11	83426838	2014	220	19	20	9.155	0.042
chr11	63686207	3521	290	31	34	12.141	0.042
chr11	5252616	1887	211	17	18	8.943	0.042
chr11	38652047	1747	203	15	15	8.606	0.042
chr1	135444744	847	142	12	12	5.965	0.042
chr10	9379038	2390	239	25	25	10.000	0.042
chr10	58028734	2361	236	21	22	10.004	0.042
chr10	33998081	1961	217	11	19	9.037	0.042
chr9	94103849	2063	223	19	19	9.251	0.041
chr9	92277084	1731	206	19	19	8.403	0.041
chr9	66800446	1258	175	11	12	7.189	0.041
chr9	40135008	1688	202	15	17	8.356	0.041
chr9	31510536	1158	169	12	12	6.852	0.041
chr9	104071393	847	143	9	9	5.923	0.041
chr8	35339109	2224	234	19	22	9.504	0.041
chr8	31948875	975	155	9	10	6.290	0.041
chr8	26218045	1249	174	6	14	7.178	0.041
chr8	21073476	1035	159	9	11	6.509	0.041
chr8	109218760	849	144	9	9	5.896	0.041
chr7	97151591	710	132	5	9	5.379	0.041
chr7	92135558	1224	172	10	12	7.116	0.041
chr7	85337934	1228	174	11	11	7.057	0.041
chr7	29030035	2140	228	19	20	9.386	0.041
chr7	103668070	942	152	10	10	6.197	0.041
chr6	99187863	1042	160	11	11	6.513	0.041
chr6	45568519	1053	161	11	11	6.540	0.041
chr6	116679160	1720	204	14	15	8.431	0.041
chr6	115878816	1275	176	13	14	7.244	0.041
chr5	95666367	1025	158	10	10	6.487	0.041
chr5	61790993	1094	164	11	11	6.671	0.041
chr5	57424854	1011	157	12	12	6.439	0.041
chr5	33195703	2389	240	22	22	9.954	0.041
chr5	104771912	1480	190	13	14	7.789	0.041
chr4	92588607	1224	173	12	12	7.075	0.041
chr4	61818593	1885	214	19	20	8.808	0.041
chr4	35871208	1257	176	11	11	7.142	0.041
chr4	24482649	960	153	8	9	6.275	0.041
chr4	116969377	2885	265	25	29	10.887	0.041
chr4	115974015	1388	185	13	13	7.503	0.041
chr4	108076253	1702	204	17	18	8.343	0.041
chr3	75947680	2002	221	19	19	9.059	0.041
chr3	72122899	1488	191	14	14	7.791	0.041
chr3	14727034	1791	210	17	19	8.529	0.041
chr3	117760733	740	135	8	9	5.481	0.041
chr29	46646574	598	121	7	7	4.942	0.041
chr2	94352602	2586	251	25	25	10.303	0.041
chr28	43697574	1289	178	13	13	7.242	0.041
chr27	3938391	1852	212	17	17	8.736	0.041
chr2	73710327	417	101	5	5	4.129	0.041
chr27	14326128	2665	255	24	24	10.451	0.041
chr2	71161112	1805	209	17	19	8.636	0.041
chr26	4397383	1683	203	14	15	8.291	0.041
chr26	3399537	1192	170	11	11	7.012	0.041
chr26	30657501	2015	222	16	18	9.077	0.041
chr26	30544076	2115	228	21	21	9.276	0.041
chr26	30452406	988	156	10	10	6.333	0.041
chr26	29863444	1532	193	15	15	7.938	0.041
chr26	24197701	1749	206	16	16	8.490	0.041
chr26	19323673	1588	197	16	17	8.061	0.041
chr26	18848143	2276	235	22	23	9.685	0.041
chr26	15336559	2232	232	19	20	9.621	0.041
chr25	664031	705	131	5	8	5.382	0.041
chr25	14683150	1722	206	17	17	8.359	0.041
chr24	58081599	903	149	8	9	6.060	0.041
chr24	11259398	866	146	6	10	5.932	0.041
chr24	11079678	954	153	10	10	6.235	0.041
chr2	39158934	1474	190	13	13	7.758	0.041
chr23	43125195	949	152	9	9	6.243	0.041
chr22	8696862	1653	200	16	17	8.265	0.041
chr22	8475202	883	147	8	9	6.007	0.041
chr2	119465460	2144	230	16	20	9.322	0.041
chr2	114639083	2934	269	28	28	10.907	0.041
chr20	64930709	1173	169	11	12	6.941	0.041
chr1	94090277	1513	192	16	16	7.880	0.041
chr1	92615519	1834	212	18	18	8.651	0.041
chr1	86642883	1139	166	9	12	6.861	0.041
chr18	4397256	1054	161	8	11	6.547	0.041
chr18	32234942	2091	226	20	20	9.252	0.041
chr18	28999192	1573	196	14	16	8.026	0.041
chr18	26075863	2143	228	19	23	9.399	0.041
chr18	1983525	2309	236	24	24	9.784	0.041
chr17	45494413	1648	200	16	17	8.240	0.041
chr17	28923131	968	153	11	11	6.327	0.041
chr17	11370726	1860	214	18	18	8.692	0.041
chr16	74429896	3826	304	34	34	12.586	0.041
chr16	57197934	1913	217	19	19	8.816	0.041
chr1	65624309	2368	241	22	25	9.826	0.041
chr16	51738338	808	140	8	10	5.771	0.041
chr15	73062893	1299	177	13	13	7.339	0.041
chr15	4285359	1291	178	11	11	7.253	0.041
chr1	54052438	1899	216	20	21	8.792	0.041
chr15	35564955	2154	228	19	19	9.447	0.041
chr14	77759162	1328	181	11	13	7.337	0.041
chr14	56458129	690	130	7	7	5.308	0.041
chr14	26264141	747	135	7	7	5.533	0.041
chr1	38982950	1820	210	14	15	8.667	0.041
chr13	75240418	1880	213	17	19	8.826	0.041
chr13	52708810	1481	189	13	13	7.836	0.041
chr13	47211870	907	149	10	10	6.087	0.041
chr13	3978353	1338	181	12	13	7.392	0.041
chr13	30480474	389	97	4	5	4.010	0.041
chr13	30108204	2055	225	19	19	9.133	0.041
chr1	24982220	2242	233	22	22	9.622	0.041
chr11	89973105	1387	185	12	13	7.497	0.041
chr11	83661142	1686	204	17	17	8.265	0.041
chr11	78831136	949	152	11	11	6.243	0.041
chr11	6110119	1618	198	16	16	8.172	0.041
chr1	157948735	1480	189	12	14	7.831	0.041
